Date : 2025-03-23 19:52:50
Directory : f:\study\blog\social
Total : 250 files,  25687 codes, 1008 comments, 4104 blanks, all 30799 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| f:\study\blog\social\server\wey_backend\chat\admin.py                                                              | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\chat\api.py                                                                | Python             |         41 |          0 |         21 |         62 |
| f:\study\blog\social\server\wey_backend\chat\apps.py                                                               | Python             |          4 |          0 |          3 |          7 |
| f:\study\blog\social\server\wey_backend\chat\migrations\0001_initial.py                                            | Python             |         30 |          1 |          7 |         38 |
| f:\study\blog\social\server\wey_backend\chat\migrations\0002_alter_conversation_id_alter_conversationmessage_id.py | Python             |         18 |          1 |          6 |         25 |
| f:\study\blog\social\server\wey_backend\chat\migrations\__init__.py                                                | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\chat\models.py                                                             | Python             |         20 |          0 |          8 |         28 |
| f:\study\blog\social\server\wey_backend\chat\serializers.py                                                        | Python             |         19 |          0 |         13 |         32 |
| f:\study\blog\social\server\wey_backend\chat\tests.py                                                              | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\chat\urls.py                                                               | Python             |          8 |          0 |          3 |         11 |
| f:\study\blog\social\server\wey_backend\chat\views.py                                                              | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\db.sqlite3                                                                 | Database           |        790 |          0 |         11 |        801 |
| f:\study\blog\social\server\wey_backend\manage.py                                                                  | Python             |         18 |          1 |          5 |         24 |
| f:\study\blog\social\server\wey_backend\notification\__init__.py                                                   | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\notification\admin.py                                                      | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\notification\api.py                                                        | Python             |         15 |          0 |          8 |         23 |
| f:\study\blog\social\server\wey_backend\notification\apps.py                                                       | Python             |          4 |          0 |          3 |          7 |
| f:\study\blog\social\server\wey_backend\notification\migrations\0001_initial.py                                    | Python             |         25 |          1 |          7 |         33 |
| f:\study\blog\social\server\wey_backend\notification\migrations\0002_alter_notification_type_of_notification.py    | Python             |         12 |          1 |          6 |         19 |
| f:\study\blog\social\server\wey_backend\notification\migrations\__init__.py                                        | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\notification\models.py                                                     | Python             |         25 |          0 |          6 |         31 |
| f:\study\blog\social\server\wey_backend\notification\serializers.py                                                | Python             |          7 |          0 |          4 |         11 |
| f:\study\blog\social\server\wey_backend\notification\tests.py                                                      | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\notification\urls.py                                                       | Python             |          6 |          0 |          3 |          9 |
| f:\study\blog\social\server\wey_backend\notification\utils.py                                                      | Python             |         37 |          1 |          7 |         45 |
| f:\study\blog\social\server\wey_backend\notification\views.py                                                      | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\package.json                                                               | JSON               |         12 |          0 |          1 |         13 |
| f:\study\blog\social\server\wey_backend\post\__init__.py                                                           | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\post\admin.py                                                              | Python             |          5 |          0 |          3 |          8 |
| f:\study\blog\social\server\wey_backend\post\admin_api.py                                                          | Python             |        199 |         25 |         60 |        284 |
| f:\study\blog\social\server\wey_backend\post\api.py                                                                | Python             |        195 |         22 |         76 |        293 |
| f:\study\blog\social\server\wey_backend\post\apps.py                                                               | Python             |          4 |          0 |          3 |          7 |
| f:\study\blog\social\server\wey_backend\post\forms.py                                                              | Python             |         10 |          0 |          5 |         15 |
| f:\study\blog\social\server\wey_backend\post\migrations\0001_initial.py                                            | Python             |         29 |          1 |          7 |         37 |
| f:\study\blog\social\server\wey_backend\post\migrations\0002_alter_post_attachments.py                             | Python             |         12 |          1 |          6 |         19 |
| f:\study\blog\social\server\wey_backend\post\migrations\0003_alter_post_options.py                                 | Python             |         11 |          1 |          6 |         18 |
| f:\study\blog\social\server\wey_backend\post\migrations\0004_post_likes_count_like_post_likes.py                   | Python             |         29 |          1 |          6 |         36 |
| f:\study\blog\social\server\wey_backend\post\migrations\0005_post_comments_count_comment_post_comments.py          | Python             |         30 |          1 |          6 |         37 |
| f:\study\blog\social\server\wey_backend\post\migrations\0006_alter_comment_options.py                              | Python             |         11 |          1 |          6 |         18 |
| f:\study\blog\social\server\wey_backend\post\migrations\0007_trend.py                                              | Python             |         15 |          1 |          6 |         22 |
| f:\study\blog\social\server\wey_backend\post\migrations\0008_post_is_private.py                                    | Python             |         12 |          1 |          6 |         19 |
| f:\study\blog\social\server\wey_backend\post\migrations\0009_post_reported_by_users.py                             | Python             |         14 |          1 |          6 |         21 |
| f:\study\blog\social\server\wey_backend\post\migrations\0010_comment_likes_comment_likes_count.py                  | Python             |         17 |          1 |          6 |         24 |
| f:\study\blog\social\server\wey_backend\post\migrations\0011_sensitiveword.py                                      | Python             |         15 |          1 |          6 |         22 |
| f:\study\blog\social\server\wey_backend\post\migrations\0012_postreport_delete_sensitiveword.py                    | Python             |         28 |          1 |          6 |         35 |
| f:\study\blog\social\server\wey_backend\post\migrations\__init__.py                                                | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\post\models.py                                                             | Python             |         59 |          0 |         27 |         86 |
| f:\study\blog\social\server\wey_backend\post\serializers.py                                                        | Python             |         53 |          0 |         21 |         74 |
| f:\study\blog\social\server\wey_backend\post\tests.py                                                              | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\post\urls.py                                                               | Python             |         24 |          1 |          4 |         29 |
| f:\study\blog\social\server\wey_backend\post\views.py                                                              | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\requirements.txt                                                           | pip requirements   |         14 |          0 |          0 |         14 |
| f:\study\blog\social\server\wey_backend\scripts\README.md                                                          | Markdown           |         41 |          0 |         20 |         61 |
| f:\study\blog\social\server\wey_backend\scripts\generate_friend_suggestions.py                                     | Python             |         20 |          2 |         13 |         35 |
| f:\study\blog\social\server\wey_backend\scripts\generate_trends.py                                                 | Python             |         30 |          5 |         14 |         49 |
| f:\study\blog\social\server\wey_backend\scripts\schedule_tasks.py                                                  | Python             |         49 |          7 |         12 |         68 |
| f:\study\blog\social\server\wey_backend\search\__init__.py                                                         | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\search\admin.py                                                            | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\search\api.py                                                              | Python             |         62 |          7 |         24 |         93 |
| f:\study\blog\social\server\wey_backend\search\apps.py                                                             | Python             |          4 |          0 |          3 |          7 |
| f:\study\blog\social\server\wey_backend\search\migrations\__init__.py                                              | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\search\models.py                                                           | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\search\tests.py                                                            | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\search\urls.py                                                             | Python             |          6 |          0 |          3 |          9 |
| f:\study\blog\social\server\wey_backend\search\views.py                                                            | Python             |          1 |          1 |          2 |          4 |
| f:\study\blog\social\server\wey_backend\wey_backend\__init__.py                                                    | Python             |          0 |          0 |          1 |          1 |
| f:\study\blog\social\server\wey_backend\wey_backend\asgi.py                                                        | Python             |         10 |          0 |          7 |         17 |
| f:\study\blog\social\server\wey_backend\wey_backend\settingprod.py                                                 | Python             |         99 |         16 |         38 |        153 |
| f:\study\blog\social\server\wey_backend\wey_backend\settings.py                                                    | Python             |        125 |         16 |         40 |        181 |
| f:\study\blog\social\server\wey_backend\wey_backend\urls.py                                                        | Python             |         32 |          1 |          4 |         37 |
| f:\study\blog\social\server\wey_backend\wey_backend\wsgi.py                                                        | Python             |         10 |          0 |          7 |         17 |
| f:\study\blog\social\tsconfig.json                                                                                 | JSON with Comments |         20 |          0 |          1 |         21 |
| f:\study\blog\social\turbo.json                                                                                    | JSON               |         21 |          0 |          1 |         22 |
| Total                                                                                                              |                    |     25,687 |      1,008 |      4,104 |     30,799 |
+--------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
